,gamma,beta_g,omega_g,vol_pred,vol_real,loss
1042,0.8571697473526001,0.18678675591945648,0.0,0.000208195298910141,3.551947884261608e-05,-1099.9527587890625
1043,0.739654004573822,0.4539828300476074,0.0,0.0001217996104969643,0.00040351503412239254,-1499.504150390625
1044,0.8760967254638672,0.1521933525800705,0.0,0.0002346014662180096,0.00014289503451436758,-290.7845458984375
1045,0.8756593465805054,0.15254941582679749,0.0,0.0002266565425088629,1.1586285836528987e-05,-285.43121337890625
1046,0.8746848702430725,0.15328778326511383,0.0,0.0001987517753150314,5.187010629015276e-06,-279.9781188964844
1047,0.9167019128799438,0.09312435239553452,0.0,0.00020532931375782937,4.823129347641952e-05,1267.0316162109375
1048,0.8600412607192993,0.1781693547964096,0.0,0.000152901528053917,3.729982154254685e-07,-1233.6453857421875
1049,0.8807277083396912,0.14513741433620453,0.0,0.00014574026863556355,0.0001227842876687646,-897.7999267578125
1050,0.8606136441230774,0.17789532244205475,0.0,0.00013580545783042908,1.8032867956208065e-05,-1202.6346435546875
1051,0.6567367911338806,0.7465510368347168,0.0,0.00011406456906115636,1.6334779502358288e-05,-1588.099365234375
1052,0.5235211253166199,1.3884460926055908,0.0,9.389258048031479e-05,0.00018783925042953342,-1559.205810546875
1053,0.3782012462615967,2.444199562072754,0.0,0.0004976622294634581,7.376448820650694e-07,-1514.1300048828125
1054,0.8240153193473816,0.23510634899139404,0.0,9.658622002461925e-05,2.7517258786247112e-05,-1283.181884765625
1055,0.8861983418464661,0.13281521201133728,0.0,0.00010577707143966109,0.0005747918621636927,-204.60496520996094
1056,0.6555692553520203,0.6711972951889038,0.0,0.00044748809887096286,5.077368768979795e-05,-1574.08740234375
1057,0.8983104228973389,0.1186802014708519,0.0,0.00016143365064635873,0.00010595664207357913,-196.0642852783203
1058,0.6451857686042786,0.7115085124969482,0.0,0.0002946055610664189,0.001609846018254757,-1520.925048828125
1059,0.8924384117126465,0.1339479386806488,0.0,0.0003601694479584694,2.131881774403155e-05,-625.604736328125
1060,0.6851445436477661,0.5836473107337952,0.0,0.0007823865744285285,1.9284234440419823e-06,-1577.693115234375
1061,0.905180811882019,0.11352929472923279,0.0,0.0002744893718045205,0.00046130246482789516,-406.2445068359375
1062,0.8890682458877563,0.13971355557441711,0.0,0.0003292045439593494,0.0003115329018328339,-1094.7056884765625
1063,0.7788227200508118,0.35006335377693176,0.0,0.0005079311085864902,1.3125426448823418e-05,-1611.2037353515625
1064,0.7795402407646179,0.34752631187438965,0.0,0.0003986791998613626,0.0014263771008700132,-1605.256591796875
1065,0.5654973983764648,1.0908207893371582,0.0,0.0018275417387485504,0.00022081310453359038,-1573.029052734375
1066,0.8768019080162048,0.15955570340156555,0.0,0.0004762989701703191,0.00016150136070791632,-1213.1923828125
1067,0.7906191945075989,0.3192475736141205,0.0,0.0005830959416925907,3.7279793141387074e-10,-1627.095947265625
