,gamma,beta_g,omega_g,vol_pred,vol_true_PRV,vol_true_DailyRV,loss
635,0.8741939663887024,0.15402483940124512,0.0,0.0001546068669995293,0.0002455002104397863,4.741889824799728e-06,860.1533203125
636,0.8777539730072021,0.1496269702911377,0.0,0.00013788194337394089,0.0002603365574032068,4.705203082266962e-06,-1139.9580078125
637,0.8579351902008057,0.18628358840942383,0.0,0.00011822952365037054,0.00024706966360099614,0.00036131194792687893,-2770.0498046875
638,0.8763523101806641,0.15062427520751953,0.0,0.00015981339674908668,0.0002126326726283878,0.0005182746099308133,4702.259765625
639,0.8980734944343567,0.11952602863311768,0.0,0.0002063364372588694,0.0006464003236033022,6.222019146662205e-05,4857.39892578125
640,0.9053474068641663,0.1110997200012207,0.0,0.00019375384727027267,0.00017886808200273663,0.00018039172573480755,-1882.30029296875
641,0.891002893447876,0.1330552101135254,0.0,0.00020248579676263034,0.00011406822159187868,3.7822093872819096e-05,-2427.946044921875
642,0.9064813852310181,0.10895776748657227,0.0,0.000180120172444731,0.0001766977075021714,8.661639731144533e-05,-925.7696533203125
643,0.915677547454834,0.09616744518280029,0.0,0.00017245131311938167,0.00022714424994774163,3.9648846723139286e-05,-923.7147216796875
644,0.9084368944168091,0.10665667057037354,0.0,0.00016168947331607342,0.00022094478481449187,0.0004041292704641819,-1791.818603515625
645,0.8913866281509399,0.1328200101852417,0.0,0.000199130765395239,0.0002008757001021877,6.467771891038865e-05,-3104.024658203125
646,0.8715502023696899,0.16330814361572266,0.0,0.00019269957556389272,0.00015096133574843407,9.3335993369692e-06,-3104.18115234375
647,0.8760575652122498,0.15527570247650146,0.0,0.00016784263425506651,8.962139690993354e-05,0.0005194622790440917,-2894.902099609375
648,0.8625411987304688,0.1780482530593872,0.0,0.00024001898418646306,0.00019656670338008553,4.022076973342337e-05,-2980.4775390625
649,0.8394227027893066,0.2194976806640625,0.0,0.0002289719705004245,0.0004067901463713497,0.00011869852460222319,-3080.298583984375
650,0.8589493036270142,0.1822817325592041,0.0,0.00020555485389195383,0.00028418994043022394,0.0006166227394714952,-2672.826904296875
651,0.8505380153656006,0.1973104476928711,0.0,0.0003005667822435498,0.00038576015504077077,0.0018252128502354026,-2589.700927734375
652,0.8744300603866577,0.158378005027771,0.0,0.0005274316063150764,0.0007693548104725778,8.688678644830361e-05,779.1368408203125
653,0.8549634218215942,0.19640064239501953,0.0,0.0005467850132845342,0.00023285685165319592,8.158294235727226e-07,-3010.224853515625
654,0.8738172650337219,0.15974247455596924,0.0,0.00041768053779378533,6.379174737958238e-05,1.0502016039026785e-06,-1897.388916015625
655,0.8605273962020874,0.18295884132385254,0.0,0.0003851761866826564,7.535087206633762e-05,0.00012805619917344302,-3073.60498046875
656,0.8596636056900024,0.18415617942810059,0.0,0.000355148600647226,0.0002674341667443514,0.0009311689645983279,-2983.827392578125
657,0.8369736075401306,0.22712087631225586,0.0,0.0005282333004288375,0.0002882325788959861,0.00012276512279640883,-3041.125
658,0.8580077290534973,0.1851290464401245,0.0,0.0004305883194319904,0.00031115702586248517,0.00028405446209944785,-2260.099609375
659,0.880214512348175,0.14975273609161377,0.0,0.000394059024984017,0.000275997823337093,0.0014018474612385035,-1894.078857421875
660,0.8679806590080261,0.17092418670654297,0.0,0.000599598279222846,0.0005861111567355692,0.00019951238937210292,-2796.17333984375
661,0.845222532749176,0.21079182624816895,0.0,0.0006100005120970309,0.00010794908303068951,0.0003319640236441046,-3026.092529296875
662,0.8669136166572571,0.17072033882141113,0.0,0.0005341175710782409,0.0007249194313772023,0.000991036300547421,-1334.28125
663,0.8887361288070679,0.13718485832214355,0.0,0.0005721888155676425,0.0005919695249758661,0.00018638970504980534,-729.7266235351562
664,0.888327419757843,0.1386812925338745,0.0,0.0005384549731388688,0.0004357857978902757,3.279707016190514e-05,-2559.81298828125
665,0.9019301533699036,0.1181178092956543,0.0,0.0004585828573908657,0.0003418945998419076,0.00010873535211430863,-1930.787109375
666,0.8880323171615601,0.1483166217803955,0.0,0.0004736870469059795,0.00023087048612069339,0.0015335328644141555,-2673.06298828125
667,0.8963212966918945,0.12628626823425293,0.0,0.0005821720696985722,0.00044480556971393526,7.893954716564622e-06,-1508.228515625
668,0.9065443277359009,0.11239874362945557,0.0,0.0005052759079262614,0.00010026815289165825,4.204204378766008e-05,-2078.06640625
669,0.8893336653709412,0.14070510864257812,0.0,0.0004971807939000428,0.00010956241021631286,6.212299194885418e-05,-3092.39013671875
670,0.872979998588562,0.16450142860412598,0.0,0.0004546648415271193,0.00037592832813970745,0.00028676792862825096,-2946.109375
671,0.888532817363739,0.1387014389038086,0.0,0.00043175785685889423,0.000429808278568089,8.67589915287681e-06,-2482.427490234375
672,0.8926255106925964,0.1323692798614502,0.0,0.00038370987749658525,0.0002612273383419961,9.994756692321971e-05,-2477.877197265625
673,0.8733968138694763,0.16501307487487793,0.0,0.0003588099789340049,0.00026409816928207874,3.5063769701082492e-06,-3046.173828125
674,0.8887847065925598,0.13757801055908203,0.0,0.0003150437551084906,0.0003270844172220677,3.0325267289299518e-05,-2087.7568359375
675,0.8696562051773071,0.16961288452148438,0.0,0.0002738389011938125,5.793623859062791e-05,5.397534550866112e-05,-3029.64892578125
676,0.8471658825874329,0.20628559589385986,0.0,0.0002262699999846518,7.033547444734722e-05,5.0157017540186644e-05,-3031.410400390625
677,0.8207010626792908,0.251689076423645,0.0,0.00017874938203021884,0.00017591656069271266,3.448943971307017e-05,-3127.362060546875
678,0.7920522689819336,0.3039741516113281,0.0,0.00013519178901333362,0.00023608541232533753,0.0004070199211128056,-3114.4814453125
679,0.7640633583068848,0.36297357082366943,0.0,0.00024049769854173064,0.00023106472508516163,0.00014498381642624736,-3036.988525390625
680,0.7925975918769836,0.2985844612121582,0.0,0.00022353066015057266,0.00018064590403810143,1.2186483218101785e-05,-462.06292724609375
681,0.8226156830787659,0.24331367015838623,0.0,0.00018458225531503558,0.00017284989007748663,4.798071131517645e-06,-1629.1292724609375
682,0.7972222566604614,0.29581665992736816,0.0,0.0001487880217609927,5.6537686759838834e-05,4.70297563879285e-05,-3010.3525390625
683,0.8225526213645935,0.2411801815032959,0.0,0.00013602081162389368,7.787747745169327e-05,2.742457922977337e-07,535.533935546875
684,0.8487788438796997,0.19745588302612305,0.0,0.00012554819113574922,0.00021115342678967863,0.00012472106027416885,-3027.344482421875
